461702,8/23/2019,CLW,42.30000,MG/L
461703,9/3/2019,CLW,230.00000,MG/L
461704,10/11/2018,CLW,31.00000,MG/L
461705,10/18/2018,CLW,70.40000,MG/L
461706,11/6/2018,CLW,11.90000,MG/L
461707,11/19/2018,CLW,66.60000,MG/L
461708,12/18/2018,CLW,55.90000,MG/L
461709,2/5/2019,CLW,129.00000,MG/L
461710,3/11/2019,CLW,90.00000,MG/L
461711,3/21/2019,CLW,47.80000,MG/L
461712,4/4/2019,CLW,80.50000,MG/L
461713,4/19/2019,CLW,44.60000,MG/L
461714,5/8/2019,CLW,78.60000,MG/L
461715,6/4/2019,CLW,77.60000,MG/L
461716,7/2/2019,CLW,77.80000,MG/L
461717,7/8/2019,CLW,11.40000,MG/L
461718,8/5/2019,CLW,81.20000,MG/L
461719,8/23/2019,CLW,31.20000,MG/L
461720,9/3/2019,CLW,82.30000,MG/L
461720,9/3/2019,DIN,0.60490,MG/L
461719,8/23/2019,DIN,0.64540,MG/L
461718,8/5/2019,DIN,0.95290,MG/L
461717,7/8/2019,DIN,0.91330,MG/L
461716,7/2/2019,DIN,0.94440,MG/L
461715,6/4/2019,DIN,0.85680,MG/L
461714,5/8/2019,DIN,0.93610,MG/L
461713,4/19/2019,DIN,0.46640,MG/L
461712,4/4/2019,DIN,0.72200,MG/L
461712,4/4/2019,DIN,0.71700,MG/L
461711,3/21/2019,DIN,0.58660,MG/L
461710,3/11/2019,DIN,1.02880,MG/L
461709,2/5/2019,DIN,1.57710,MG/L
461708,12/18/2018,DIN,1.37020,MG/L
461707,11/19/2018,DIN,1.22420,MG/L
461706,11/6/2018,DIN,1.01460,MG/L
461705,10/18/2018,DIN,0.91640,MG/L
461704,10/11/2018,DIN,0.59800,MG/L
461704,10/11/2018,DIN,0.59300,MG/L
461703,9/3/2019,DIN,1.50380,MG/L
461702,8/23/2019,DIN,0.66700,MG/L
461701,8/5/2019,DIN,1.58600,MG/L
461700,7/8/2019,DIN,1.24800,MG/L
461699,7/2/2019,DIN,1.75600,MG/L
461698,6/4/2019,DIN,1.44300,MG/L
461697,4/19/2019,DIN,0.51800,MG/L
461696,4/4/2019,DIN,1.05780,MG/L
461695,3/21/2019,DIN,0.39770,MG/L
461694,3/11/2019,DIN,1.30500,MG/L
461693,2/5/2019,DIN,1.57100,MG/L
461692,12/18/2018,DIN,1.70980,MG/L
461691,11/19/2018,DIN,1.81100,MG/L
461690,11/6/2018,DIN,0.67140,MG/L
461689,10/11/2018,DIN,1.12800,MG/L
461688,9/5/2019,DIN,0.99200,MG/L
461688,9/5/2019,DIN,0.98700,MG/L
461687,8/23/2019,DIN,0.44330,MG/L
461686,8/22/2019,DIN,0.48160,MG/L
461685,8/5/2019,DIN,0.59450,MG/L
461684,7/11/2019,DIN,0.87580,MG/L
461683,7/8/2019,DIN,0.49900,MG/L
461682,6/6/2019,DIN,1.33660,MG/L
461681,5/9/2019,DIN,1.44830,MG/L
461680,5/5/2019,DIN,0.94840,MG/L
461679,4/4/2019,DIN,1.50160,MG/L
461678,3/21/2019,DIN,1.33710,MG/L
461677,3/6/2019,DIN,1.47000,MG/L
461677,3/6/2019,DIN,1.46500,MG/L
461676,3/4/2019,DIN,0.87110,MG/L
461675,2/24/2019,DIN,0.90840,MG/L
461674,2/6/2019,DIN,1.90130,MG/L
461673,12/6/2018,DIN,1.55480,MG/L
461672,11/5/2018,DIN,0.53100,MG/L
461672,11/5/2018,DIN,0.52600,MG/L
461671,11/1/2018,DIN,1.45000,MG/L
461671,11/1/2018,DIN,1.44500,MG/L
461670,10/4/2018,DIN,1.00700,MG/L
461670,10/4/2018,DIN,1.00200,MG/L
452970,9/28/2018,DIN,1.18820,MG/L
452969,9/24/2018,DIN,0.64770,MG/L
452968,8/21/2018,DIN,0.60130,MG/L
452967,7/24/2018,DIN,0.32640,MG/L
452966,7/11/2018,DIN,0.73890,MG/L
452965,6/19/2018,DIN,0.74930,MG/L
452964,5/23/2018,DIN,0.99310,MG/L
452963,5/18/2018,DIN,0.38890,MG/L
452962,4/18/2018,DIN,0.90780,MG/L
452961,4/16/2018,DIN,0.71470,MG/L
452960,3/28/2018,DIN,1.46140,MG/L
452959,3/20/2018,DIN,0.94900,MG/L
452958,2/21/2018,DIN,1.33880,MG/L
452957,2/10/2018,DIN,0.72000,MG/L
452956,1/25/2018,DIN,2.27800,MG/L
452955,1/12/2018,DIN,1.24700,MG/L
452955,1/12/2018,DIN,1.31500,MG/L
452954,12/21/2017,DIN,0.95030,MG/L
452953,11/29/2017,DIN,0.92900,MG/L
452952,11/7/2017,DIN,0.40200,MG/L
452952,11/7/2017,DIN,0.39700,MG/L
452951,11/1/2017,DIN,0.55200,MG/L
452950,9/28/2018,DIN,2.01700,MG/L
452949,9/24/2018,DIN,0.61110,MG/L
452948,9/17/2018,DIN,1.50300,MG/L
452947,8/21/2018,DIN,1.28600,MG/L
452946,7/11/2018,DIN,1.87100,MG/L
452945,6/19/2018,DIN,1.37900,MG/L
452944,5/23/2018,DIN,1.49810,MG/L
452943,5/18/2018,DIN,1.46000,MG/L
452943,5/18/2018,DIN,1.45500,MG/L
452942,4/18/2018,DIN,1.78200,MG/L
452941,4/16/2018,DIN,0.79820,MG/L
452940,3/28/2018,DIN,0.78610,MG/L
452939,3/20/2018,DIN,0.59290,MG/L
452938,2/21/2018,DIN,2.08600,MG/L
452937,2/10/2018,DIN,0.40900,MG/L
452935,1/25/2018,DIN,1.52500,MG/L
452934,1/12/2018,DIN,1.28700,MG/L
452933,12/21/2017,DIN,1.73800,MG/L
452932,11/7/2017,DIN,0.44200,MG/L
452932,11/7/2017,DIN,0.43700,MG/L
452931,11/1/2017,DIN,1.33580,MG/L
452930,9/13/2018,DIN,0.72540,MG/L
452929,9/12/2018,DIN,1.07600,MG/L
452928,8/22/2018,DIN,0.34660,MG/L
452927,8/21/2018,DIN,0.81770,MG/L
452925,7/23/2018,DIN,0.49490,MG/L
452924,7/12/2018,DIN,0.99680,MG/L
452923,6/20/2018,DIN,0.92660,MG/L
452922,6/11/2018,DIN,0.72770,MG/L
452921,5/30/2018,DIN,1.00160,MG/L
452920,5/18/2018,DIN,0.39460,MG/L
452920,5/18/2018,DIN,0.41860,MG/L
452919,4/30/2018,DIN,0.92500,MG/L
452919,4/30/2018,DIN,0.92000,MG/L
452918,4/27/2018,DIN,0.44800,MG/L
452918,4/27/2018,DIN,0.44300,MG/L
452917,4/16/2018,DIN,0.62240,MG/L
452916,3/28/2018,DIN,0.86500,MG/L
452916,3/28/2018,DIN,0.86000,MG/L
452915,3/23/2018,DIN,0.99300,MG/L
452915,3/23/2018,DIN,0.98800,MG/L
452914,2/21/2018,DIN,1.25500,MG/L
452913,2/11/2018,DIN,0.60420,MG/L
452913,2/11/2018,DIN,0.65290,MG/L
452912,1/25/2018,DIN,1.34980,MG/L
452911,12/21/2017,DIN,0.02000,MG/L
452911,12/21/2017,DIN,0.01000,MG/L
452910,11/30/2017,DIN,0.88900,MG/L
452910,11/30/2017,DIN,0.88400,MG/L
452909,10/30/2017,DIN,0.32800,MG/L
452909,10/30/2017,DIN,0.32300,MG/L
452908,10/24/2017,DIN,0.66900,MG/L
452908,10/24/2017,DIN,0.66400,MG/L
446707,9/26/2017,DIN,0.61490,MG/L
446706,8/23/2017,DIN,0.70280,MG/L
446705,7/27/2017,DIN,0.62380,MG/L
446704,7/6/2017,DIN,0.46780,MG/L
446703,6/26/2017,DIN,0.45080,MG/L
446702,5/31/2017,DIN,0.73350,MG/L
446701,5/5/2017,DIN,0.51230,MG/L
446700,4/25/2017,DIN,0.56150,MG/L
446699,3/31/2017,DIN,0.42500,MG/L
446698,3/28/2017,DIN,0.53170,MG/L
446697,2/28/2017,DIN,0.71690,MG/L
446696,1/31/2017,DIN,1.08990,MG/L
446695,1/23/2017,DIN,0.38700,MG/L
446694,1/3/2017,DIN,0.73500,MG/L
446693,12/14/2016,DIN,0.64930,MG/L
446692,11/30/2016,DIN,0.36500,MG/L
446692,11/30/2016,DIN,0.35500,MG/L
446691,11/28/2016,DIN,0.39200,MG/L
446691,11/28/2016,DIN,0.38700,MG/L
446690,10/26/2016,DIN,0.29020,MG/L
446689,9/26/2017,DIN,0.94800,MG/L
446688,9/5/2017,DIN,1.23200,MG/L
446687,7/25/2017,DIN,1.65630,MG/L
446685,6/13/2017,DIN,1.26800,MG/L
446684,5/31/2017,DIN,1.01100,MG/L
446683,5/5/2017,DIN,1.02250,MG/L
446682,4/25/2017,DIN,0.81330,MG/L
446682,4/25/2017,DIN,0.85350,MG/L
446681,3/31/2017,DIN,0.45500,MG/L
446680,3/28/2017,DIN,1.05100,MG/L
446679,3/6/2017,DIN,1.64400,MG/L
446678,1/31/2017,DIN,1.72100,MG/L
446677,1/23/2017,DIN,0.46780,MG/L
